chapter_event_id,timestamp,frame_path,detail_crop_path,screen_or_module,visible_change,controls_or_data,possible_functionality,classification,confidence,current_platform_status,platform_evidence,notes
CH05-E0025,00:08:27.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0025_00h08m27s200ms_settled.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0025_00h08m27s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0026,00:08:55.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0026_00h08m55s000ms_motion_progress.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0026_00h08m55s000ms_DETAIL.jpg,,,,,,,,,
CH05-E0027,00:08:56.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0027_00h08m56s600ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0027_00h08m56s600ms_DETAIL.jpg,,,,,,,,,
CH05-E0028,00:08:57.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0028_00h08m57s200ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0028_00h08m57s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0029,00:08:59.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0029_00h08m59s200ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0029_00h08m59s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0030,00:08:59.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0030_00h08m59s600ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0030_00h08m59s600ms_DETAIL.jpg,,,,,,,,,
CH05-E0031,00:09:00.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0031_00h09m00s200ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0031_00h09m00s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0032,00:09:00.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0032_00h09m00s600ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0032_00h09m00s600ms_DETAIL.jpg,,,,,,,,,
CH05-E0033,00:09:01.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0033_00h09m01s000ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0033_00h09m01s000ms_DETAIL.jpg,,,,,,,,,
CH05-E0034,00:09:01.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0034_00h09m01s400ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0034_00h09m01s400ms_DETAIL.jpg,,,,,,,,,
CH05-E0035,00:09:01.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0035_00h09m01s800ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0035_00h09m01s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0036,00:09:02.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0036_00h09m02s200ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0036_00h09m02s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0037,00:09:02.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0037_00h09m02s800ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0037_00h09m02s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0038,00:09:03.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0038_00h09m03s200ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0038_00h09m03s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0039,00:09:03.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0039_00h09m03s800ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0039_00h09m03s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0040,00:09:04.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0040_00h09m04s800ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0040_00h09m04s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0041,00:09:05.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0041_00h09m05s800ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0041_00h09m05s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0042,00:09:06.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0042_00h09m06s600ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0042_00h09m06s600ms_DETAIL.jpg,,,,,,,,,
CH05-E0043,00:09:08.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0043_00h09m08s000ms_settled.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0043_00h09m08s000ms_DETAIL.jpg,,,,,,,,,
CH05-E0044,00:09:11.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0044_00h09m11s400ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0044_00h09m11s400ms_DETAIL.jpg,,,,,,,,,
CH05-E0045,00:09:11.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0045_00h09m11s800ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0045_00h09m11s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0046,00:09:12.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0046_00h09m12s200ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0046_00h09m12s200ms_DETAIL.jpg,,,,,,,,,
CH05-E0047,00:09:12.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0047_00h09m12s800ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0047_00h09m12s800ms_DETAIL.jpg,,,,,,,,,
